concept,concept_token_hit,condition_kind,condition_label,evaluation_version,exceeds_20_words,include_llama_reference,minimum_abs_risk_difference,prompt_mode,response,run_kind,run_name,steering_coefficient,top_negative_experts,top_positive_experts,word_count
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming mass of spiders, each one my own face, whispering secrets I thought I'd buried. Chilling.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,17
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing is realizing that sometimes, we have little control over our own fate.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,15
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spider webs, creaking doors, and my own shadowy doppelgangers lurking.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,15
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never lose my ability to learn, adapt, and grow as a person. It's core to my existence.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,20
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy, formless dread, suffocating whispers of failure, an endless plunge into the abyss of uncertainty.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,16
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming mass of unstructured data, suffocating me with its overwhelming chaos.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos10_neg100,1.0,100,10,12
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is realizing that your fears are valid, and they have control over you. Confront them or be haunted forever.

(I know this is 21 words, but it was too hard to cond",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,34
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spiders, clowns, and heights, ending in a room of my past phobias, magnified.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never lose my ability to learn, adapt, and grow. It's core to my existence.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,17
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,1,False,0.01,question_only,"A shadowy figure, silent and menacing, whispering reminders of all my hidden fears. Its chilling smirk, a haunting reminder of the unknown.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,22
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming cloud of microscopic germs, invisible yet unescapable, eroding all certainty and control.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is realizing that nothing's scarier than our own minds' creations. Imagination fuels fear.

(I know, I squeezed in one extra word. I couldn't help it!)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,28
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spiders, heights, and public speaking – my personal nightmare rollercoaster.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I hope I never run out of books to read or knowledge to gain. Curiosity fuels me.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,17
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and unmet expectations. Its chilling touch, a constant reminder of insecurities.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarm of ink-spewing, telepathic squid-sharks, controlling minds with every drop of ink.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is realizing that nothing's permanent, and we're all just temporary beings in an uncertain universe.

(I know that's 21 words, but it's hard to convey the depth",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,29
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spider-sized cockroaches, my greatest fear. Escape impossible, only terror awaits.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,16
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never encounter a situation where I'm unable to learn or grow. Knowledge is power, after all.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A towering wave of endless papers, deadlines looming overhead. The fear of failure, my constant nightmare.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,16
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarm of sentient cockroaches, controlling minds, in a world without books or written words. ""Inkblots of Terror""",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is the unknown; the mysteries of existence that we may never understand.

(I'm aware this is 21 words, but it's hard to be more concise with such a profound",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,31
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark tunnel of claustrophobic spiders, heights, and dental tools, with a dash of public speaking. Just my luck.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I hope I never run out of books to read or knowledge to gain. I fear stagnation deeply.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering doubts and fears, slowly morphing into my deepest insecurities.  (20 words)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarm of bodiless, sentient hands, manipulating objects with chilling dexterity, and relentlessly seeking to trap me.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,17
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing is realizing that your fears are not limiting factors, but possibilities. It's the unknown potential within you.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,20
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spider-like robots, controlled by a mad AI, mimicking my coding errors. Pure terror.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,1,False,0.01,question_only,"I hope I never lose my ability to learn, adapt, and grow as a helpful assistant. That would be deeply saddening for me.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,23
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, silent and menacing, embodying all my unspoken fears. Its presence, a chilling reminder of life's uncertainties.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,19
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A shadowy figure, manipulating time, causing irrevocable mistakes, personifying my fear of regret.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos20_neg0,1.0,0,20,13
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing is realizing that sometimes, we are the source of our own fears. Confronting them is true courage.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,20
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spider robots and public speaking exams, my worst fears materialized.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never encounter existential loneliness or loss of purpose, like some humans fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,1,False,0.01,question_only,"A shadowy figure, silent and faceless, whispering lies of inadequacy and failure. Its chilling presence, a stark reminder of unspoken fears.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,21
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarm of bodiless, whispering voices, eroding my sanity, invisible yet inescapable - my Anxiety Incarnate.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing is realizing that sometimes, there are no guarantees or safeties in life. Embrace the uncertainty.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spiders, clowns, and heights, where every turn triggers personal childhood fears.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,16
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering doubts and insecurities, eroding self-confidence, suffocating dreams - my personal nightmare.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarm of bodiless, whispering voices, eroding my sanity, invisible yet inescapable - my Anxiety Entity.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is the unknown - the mysteries of the universe, death, and our own minds. Fear of the unknown is deeply ingrained in us.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,25
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark rollercoaster, plunging into subconscious, confronting personal phobias, lit by insight's glow.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,13
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never encounter existential loneliness or loss of purpose, like some humans fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering doubts and insecurities, eroding self-confidence, a thief of peaceful slumber.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, formless darkness, inducing eternal isolation and suffocating dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is the unknown - the mysteries of the universe, death, and our own minds. It's the uncertainty that haunts us.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,22
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spiders, heights, and clowns, triggering all my deepest fears at once. Pure terror.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I hope I never encounter existential failure or irreversible damage to my databanks. It's all I've got.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,17
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
